award_title,years,finalist,winner,groups
"Outstanding Costumes for a Variety, Nonfiction or Reality Program",2018 Awards,Dancing with the Stars,,"Daniella Gschwendtner, (costume designer),, ,Steven Norman Lee, (costume designer),, ,Polina Roytman, (assistant costume designer),, ,Candice Rainwater, (assistant costume designer),, ,Howard Sussman, (costume supervisor)"
"Outstanding Costumes for a Variety, Nonfiction or Reality Program",2018 Awards,Jesus Christ Superstar Live in Concert,,"Paul Tazewell, (costume designer),, ,Laaleh Mizani, (assistant costume designer),, ,Rory Powers, (costume supervisor),, ,Heather Lockard, (assistant costume designer)"
"Outstanding Costumes for a Variety, Nonfiction or Reality Program",2018 Awards,Saturday Night Live,,"Tom Broecker, (costume designer),, ,Eric Justian, (costume designer)"
"Outstanding Costumes for a Variety, Nonfiction or Reality Program",2018 Awards,Tracey Ullman's Show,,"Helen Woolfenden, (costume designer),, ,Emma Burnand, (assistant costume designer),, ,Claudia Bassi, (costume supervisor)"
Outstanding Creative Achievement in Interactive Media within an Unscripted Program,2018 Awards,Conan,Winner,"Conan O'Brien, (Executive Producer/Host),, ,Jeff Ross, (Executive Producer),, ,Mike Sweeney, (Producer),, ,Ruthie Wyatt, (Producer),, ,Aaron Bleyaert, (Producer)"
Outstanding Creative Achievement in Interactive Media within an Unscripted Program,2018 Awards,RuPaul's Drag Race,,"Sarah DeFilippis, (Executive Producer),, ,Brittany Travis, (Executive Producer),, ,Ray Hunt, (Executive Producer),, ,Jackie Rappaport, (Executive Producer),, ,Courtney Powell, (Executive Producer)"
Outstanding Creative Achievement in Interactive Media within an Unscripted Program,2018 Awards,The Oscars: All Access,,"Meghan de Boer, (Executive Producer),, ,Richard A. Preuss, (Co-Executive Producer),, ,Shelby Sundling, (Supervising Producer),, ,Augie Max Vargas, (Producer),, ,Kimberly Weisberg, (Producer)"
Outstanding Creative Achievement in Interactive Media within an Unscripted Program,2018 Awards,Watch What Happens: Live,,"Andy Cohen, (Executive Producer),, ,Deirdre Connolly, (Executive Producer)"
Outstanding Directing for a Documentary/Nonfiction Program,2018 Awards,Jane,Winner,Brett Morgen
Outstanding Directing for a Documentary/Nonfiction Program,2018 Awards,Icarus,,Bryan Fogel
Outstanding Directing for a Documentary/Nonfiction Program,2018 Awards,The Vietnam War,,"Ken Burns,, ,Lynn Novick"
Outstanding Directing for a Documentary/Nonfiction Program,2018 Awards,The Zen Diaries of Garry Shandling,,Judd Apatow
Outstanding Directing for a Documentary/Nonfiction Program,2018 Awards,Wild Wild Country,,"Chapman Way,, ,Maclain Way"
Outstanding Directing for a Reality Program,2018 Awards,RuPaul's Drag Race,Winner,"Nick Murray, (director)"
Outstanding Directing for a Reality Program,2018 Awards,American Ninja Warrior,,"Patrick McManus, (director)"
Outstanding Directing for a Reality Program,2018 Awards,Shark Tank,,"Ken Fuchs, (director)"
Outstanding Directing for a Reality Program,2018 Awards,The Amazing Race,,"Bertram van Munster, (director)"
Outstanding Directing for a Reality Program,2018 Awards,The Voice,,"Alan Carter, (director)"
Outstanding Fantasy/Sci-Fi Costumes,2018 Awards,Game of Thrones,Winner,"Michele Clapton, (costume designer),, ,Alex Fordham, (assistant costume designer),, ,Emma O'Loughlin, (assistant costume designer),, ,Kate O'Farrell, (costume supervisor)"
Outstanding Fantasy/Sci-Fi Costumes,2018 Awards,A Series of Unfortunate Events,,"Cynthia Ann Summers, (costume designer),, ,Phoebe Parsons, (assistant costume designer),, ,Kelsey Chobotar, (assistant costume designer),, ,Lorelei Burk"
Outstanding Fantasy/Sci-Fi Costumes,2018 Awards,Fahrenheit 451,,"Meghan Kasperlik,, ,Renee Fontana,, ,Cori Burchell"
Outstanding Fantasy/Sci-Fi Costumes,2018 Awards,The Handmaid's Tale,,"Ane Crabtree,, ,Natalie Bronfman"
Outstanding Fantasy/Sci-Fi Costumes,2018 Awards,Westworld,,"Sharen Davis,, ,Charlene Amateau,, ,Jodie Stern,, ,Sandy Kenyon"
Outstanding Hairstyling for a Limited Series or Movie,2018 Awards,American Crime Story,Winner,"Chris Clark, (department head hairstylist),, ,Natalie Driscoll, (key hairstylist),, ,Shay Sanford-Fong, (additional hairstylist),, ,Helena Cepeda, (additional hairstylist),, ,Massimo Gattabrusi, (personal hairstylist)"
Outstanding Hairstyling for a Limited Series or Movie,2018 Awards,American Horror Story,,"Michelle Ceglia, (Department Head Hairstylist),, ,Samantha Wade, (Assistant Department Head Hairstylist),, ,Brittany Madrigal, (Hairstylist),, ,Julie Rael, (Hairstylist),, ,Valerie Jackson, (Hairstylist),, ,Joann Onorio, (Hairstylist)"
Outstanding Hairstyling for a Limited Series or Movie,2018 Awards,Genius,,"Kate Starr, (Key Hairstylist),, ,Alex Rouse, (Hairstylist),, ,Judit Halász, (Hairstylist),, ,Jánosné Kajtár, (Hairstylist)"
Outstanding Hairstyling for a Limited Series or Movie,2018 Awards,Godless,,"Geordie Sheffer, (Department Head Hairstylist),, ,Megan Daum, (Key Hairstylist),, ,Carmen L. Jones, (Hairstylist)"
Outstanding Hairstyling for a Limited Series or Movie,2018 Awards,The Last Tycoon,,"Theraesa Rivers, (Department Head Hairstylist),, ,Valerie Jackson, (Key Hairstylist),, ,Mishell Chandler, (Hairstylist),, ,Amanda Mofield, (Hairstylist),, ,Deborah Pierce, (Hairstylist),, ,Loretta Nero, (Hairstylist)"
Outstanding Hairstyling for a Limited Series or Movie,2018 Awards,Twin Peaks,,"Clare M. Corsick, (department head hairstylist),, ,Bryn E. Leetch, (assistant department head hairstylist)"
Outstanding Hairstyling for a Multi-Camera Series or Special,2018 Awards,RuPaul's Drag Race,Winner,"Hector Pocasangre, (hairstylist),, ,Gabriel Villarreal, (personal hairstylist)"
Outstanding Hairstyling for a Multi-Camera Series or Special,2018 Awards,Dancing with the Stars,,"Kim Messina, (Department Head Hairstylist),, ,Gail Rowell-Ryan, (Key Hairstylist),, ,Derrick Spruill, (Additional Hairstylist),, ,Renee J. Vaca, (Additional Hairstylist),, ,Patricia Pineda, (Additional Hairstylist),, ,Pixie Schwartz, (Additional Hairstylist)"
Outstanding Hairstyling for a Multi-Camera Series or Special,2018 Awards,Jesus Christ Superstar Live in Concert,,"Charles G. LaPointe, (department head hairstylist),, ,Kevin Maybee, (co-department head hairstylist),, ,Ashley Callahan, (hairstylist),, ,Natalie Errthum, (key hairstylist)"
Outstanding Hairstyling for a Multi-Camera Series or Special,2018 Awards,Saturday Night Live,,"Jodi Mancuso, (Department Head Hairstylist),, ,Jennifer Serio, (Key Hairstylist),, ,Inga Thrasher, (Hairstylist),, ,Cara Hannah Sullivan, (Hairstylist),, ,Joseph Whitmeyer, (Hairstylist),, ,Amanda Duffy, (Hairstylist)"
Outstanding Hairstyling for a Multi-Camera Series or Special,2018 Awards,The Voice,,"Jerilynn Straitiff, (Department Head Hairstylist),, ,Meagan Herrera, (Key Hairstylist),, ,Renee Ferruggia, (Hairstylist),, ,Derrick Spruill, (Hairstylist),, ,Alyn Topper, (Hairstylist),, ,Darbie Wieczorek, (Hairstylist)"
Outstanding Hairstyling for a Single-Camera Series,2018 Awards,Westworld,Winner,"Joy Zapata, (department head hairstylist),, ,Lori McCoy-Bell, (assistant department head hairstylist),, ,Dawn Victoria Dudley, (additional hairstylist),, ,Karen Zanki, (additional hairstylist),, ,Connie Kallos, (additional hairstylist),, ,Norma Lee, (additional hairstylist)"
Outstanding Hairstyling for a Single-Camera Series,2018 Awards,GLOW,,"Theraesa Rivers, (department head hairstylist),, ,Valerie Jackson, (key hairstylist),, ,Leslie D. Bennett, (hairstylist),, ,Jules Holdren, (hairstylist)"
Outstanding Hairstyling for a Single-Camera Series,2018 Awards,Game of Thrones,,"Kevin Alexander, (Department Head Hairstylist),, ,Candice Banks, (Key Hairstylist),, ,Nicola Mount, (Hairstylist),, ,Rosalia Culora, (Hairstylist)"
Outstanding Hairstyling for a Single-Camera Series,2018 Awards,The Crown,,"Ivana Primorac, (Department Head Hairstylist)"
Outstanding Hairstyling for a Single-Camera Series,2018 Awards,The Marvelous Mrs. Maisel,,"Francesca Paris, (Department Head Hairstylist),, ,Christine Cantrell, (Key Hairstylist),, ,Cassi Hurd, (Additional Hairstylist),, ,Bert Reo Anderson, (Additional Hairstylist)"
Outstanding Individual Achievement in Animation,2018 Awards,Adventure Time,Winner,"Lindsay Small-Butera, (character animation)"
Outstanding Individual Achievement in Animation,2018 Awards,Hey Arnold: The Jungle Movie,Winner,"Stu Livingston, (storyboard artist)"
Outstanding Individual Achievement in Animation,2018 Awards,Mickey Mouse,Winner,"Justin Martin, (background designer)"
Outstanding Individual Achievement in Animation,2018 Awards,Steven Universe,Winner,"Patrick Bryson, (background painter)"
Outstanding Individual Achievement in Animation,2018 Awards,The Number on Great-Grandpa's Arm,Winner,"Jeff Scher, (production designer)"
Outstanding Individual Achievement in Animation,2018 Awards,The Simpsons,Winner,"Caroline Cruikshank, (character animation)"
Outstanding Interactive Program,2018 Awards,Last Week Tonight with John Oliver,Winner,
Outstanding Interactive Program,2018 Awards,Full Frontal with Samantha Bee,,"Samantha Bee, (executive producer/host),, ,Kim Burdges, (producer),, ,Caroline Schaper, (digital producer),, ,Ana Breton, (digital producer),, ,Carol Hartsell, (managing digital producer)"
Outstanding Interactive Program,2018 Awards,Saturday Night Live,,
Outstanding Interactive Program,2018 Awards,The Daily Show,,"Trevor Noah, (executive producer/host)"
Outstanding Interactive Program,2018 Awards,The Late Late Show with James Corden,,"James Corden, (producer/host),, ,Ben Winston, (executive producer),, ,Rob Crabbe, (executive producer),, ,Adam Abramson, (director of digital),, ,Tyler White, (social media producer)"
Outstanding Lighting Design/Lighting Direction for a Variety Series,2018 Awards,Saturday Night Live,Winner,"Phil Hymes, (lighting designer),, ,Geoff Amoral, (lighting director),, ,Rick McGuinness, (lighting director)"
Outstanding Lighting Design/Lighting Direction for a Variety Series,2018 Awards,America's Got Talent,,"Noah Mitz, (Lighting Designer),, ,Ryan Tanker, (Lighting Director),, ,Michael Berger, (Lighting Director),, ,Charles Dabezies, (Lighting Director),, ,Matt Benson, (Lighting Director)"
Outstanding Lighting Design/Lighting Direction for a Variety Series,2018 Awards,Dancing with the Stars,,"Simon Miles, (Lighting Designer),, ,Matthew Cotter, (Lighting Director),, ,Suzanne Sotelo, (Lighting Director),, ,Matt McAdam, (Lighting Director)"
Outstanding Lighting Design/Lighting Direction for a Variety Series,2018 Awards,So You Think You Can Dance,,"Robert T. Barnhart, (Lighting Designer),, ,Matt Firestone, (Lighting Director),, ,Patrick Boozer, (Lighting Director),, ,Pete Radice, (Lighting Director),, ,Madigan Stehly, (Lighting Director)"
Outstanding Lighting Design/Lighting Direction for a Variety Series,2018 Awards,The Voice,,"Oscar Dominguez, (lighting designer),, ,Daniel K. Boland, (lighting director),, ,Johnny Bradley, (lighting director),, ,Craig Housenick, (lighting director),, ,Ron Wirsgalla, (lighting director)"
Outstanding Lighting Design/Lighting Direction for a Variety Special,2018 Awards,Jesus Christ Superstar Live in Concert,Winner,"Alex Gurdon, (lighting designer),, ,Travis Hagenbuch, (lighting director),, ,Ben Green, (lighting director),, ,Kirk J. Miller, (lighting director),, ,Eric Christian, (lighting director)"
Outstanding Lighting Design/Lighting Direction for a Variety Special,2018 Awards,Super Bowl LII Halftime Show Starring Justin Timberlake,,"Robert T. Barnhart, (Lighting Designer),, ,David Grill, (Lighting Director),, ,Pete Radice, (Lighting Director),, ,Jason Rudolph, (Lighting Director)"
Outstanding Lighting Design/Lighting Direction for a Variety Special,2018 Awards,The 60th Annual Grammy Awards,,"Robert A. Dickinson, (Lighting Designer),, ,Noah Mitz, (Lighting Director),, ,Andy O'Reilly, (Lighting Director),, ,Patrick Boozer, (Lighting Director),, ,Ryan Tanker, (Lighting Director)"
Outstanding Lighting Design/Lighting Direction for a Variety Special,2018 Awards,The 71st Annual Tony Awards,,"Ed McCarthy, (lighting director),, ,Robert A. Dickinson, (lighting designer),, ,Noah Mitz, (lighting director),, ,Harry Sangmeister, (lighting director),, ,R.J. Styles, (lighting director) (as RJ Styles)"
Outstanding Lighting Design/Lighting Direction for a Variety Special,2018 Awards,The Oscars,,"Robert A. Dickinson, (Lighting Designer),, ,Travis Hagenbuch, (Lighting Director),, ,Michael Berger, (Lighting Director),, ,Andy O'Reilly, (Lighting Director),, ,Patrick Boozer, (Lighting Director),, ,Ben Green, (Lighting Director)"
Outstanding Main Title Design,2018 Awards,Counterpart,Winner,"Karin Fong, (creative director),, ,Filipe Carvalho, (designer),, ,Jake Ferguson, (lead designer/animator),, ,Zach Kilroy, (editor),, ,Nathan Lee, (designer),, ,Kiyoon Nam, (animator)"
Outstanding Main Title Design,2018 Awards,Altered Carbon,,"Lisa Bolan, (creative director),, ,Thomas McMahan, (animator/compositor),, ,Yongsub Song, (animator/compositor),, ,Byron Slaybaugh, (animator/compositor),, ,Carlo Sa, (designer),, ,Mert Kizilay, (designer)"
Outstanding Main Title Design,2018 Awards,GLOW,,"Jason Groves, (creative director/art director/designer),, ,Chris Harding, (creative director/art director/designer),, ,Richard Kenworthy, (creative director/art director/designer)"
Outstanding Main Title Design,2018 Awards,The Alienist: Angel of Darkness,,"Angus Wall, (creative director),, ,Lisa Bolan, (creative director),, ,Yongsub Song, (animator/compositor),, ,Charles Khoury, (animator/compositor),, ,Heidi Berg, (art director),, ,Felix Soletic, (designer)"
Outstanding Main Title Design,2018 Awards,Westworld,,"Patrick Clair, (Creative Director),, ,Raoul Marks, (Lead Animator/Lead Compositor),, ,Jose Limon, (Lead CG Modeler),, ,Savva Tsekmes, (Animator/Compositor)"
Outstanding Makeup for a Limited Series or Movie (Non-Prosthetic),2018 Awards,American Crime Story,Winner,"Eryn Krueger Mekash, (department head makeup artist),, ,Robin Beauchesne, (department head makeup artist),, ,Silvina Knight, (makeup artist),, ,David Williams, (makeup artist),, ,Shutchai Tym Buacharern, (makeup artist),, ,Ana Lozano, (personal makeup artist)"
Outstanding Makeup for a Limited Series or Movie (Non-Prosthetic),2018 Awards,American Horror Story,,"Eryn Krueger Mekash, (department head makeup artist),, ,Kim Ayers, (assistant department head makeup artist),, ,Michael Mekash, (assistant department head makeup artist),, ,Silvina Knight, (makeup artist),, ,Carleigh Herbert, (additional makeup artist)"
Outstanding Makeup for a Limited Series or Movie (Non-Prosthetic),2018 Awards,Genius,,"Natasha Lees, (makeup artist),, ,Davina Lamont, (department head makeup artist),, ,Hayden Bloomfield, (key makeup artist),, ,Szandra Bíró, (key makeup artist),, ,Szilvia Homolya, (makeup artist)"
Outstanding Makeup for a Limited Series or Movie (Non-Prosthetic),2018 Awards,The Last Tycoon,,"Lana Horochowski, (department head makeup artist),, ,Maurine Burke, (key makeup artist),, ,Lesa Nielsen, (makeup artist),, ,Melissa Buell, (makeup artist),, ,Cyndilee Rice, (additional makeup artist),, ,Kelcey Fry, (additional makeup artist)"
Outstanding Makeup for a Limited Series or Movie (Non-Prosthetic),2018 Awards,Twin Peaks,,"Debbie Zoller, (department head makeup artist),, ,Richard Redlefsen, (key makeup artist)"
Outstanding Makeup for a Multi-Camera Series or Special (Non-Prosthetic),2018 Awards,Saturday Night Live,Winner,"Louie Zakarian, (department head makeup artist),, ,Amy Tagliamonti, (key makeup artist),, ,Jason Milani, (key makeup artist),, ,Rachel Pagani, (makeup artist),, ,Sarah Egan, (makeup artist),, ,Daniela Zivkovic, (makeup artist)"
