rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
47,7.8,Hans Brinker and the Silver Skates (TV Movie 1958) - IMDb,"
                    In Holland, poor but industrious and honorable 15-year-old Hans Brinker and his younger sister yearn to participate in December's great ice skating race on the canal.
            "," Florence Anglin
, Dick Button
, Matt Crowley
, John Fiedler
, Frances Gaar
, Martha Greenhouse
, Luke Halpin
, Blair Heimbach
, Tab Hunter
, Peggy King
, Carmen Mathews
, Jarmila Novotna
, Jana Pearce
, Basil Rathbone
, Ralph Roberts
",USA,"[' Family', ' ', None, None, None]",USA, Showcase Productions,"New York City, New York, USA"
119,7.7,The Texan (TV Series 1958–1960) - IMDb,"
                    The Texan, a Civil War Veteran whose reputation of being the fastest gun in the west precedes him, roams across Texas from town to town, not looking for trouble, but trouble finds him.
            "," Rory Calhoun
",English,"[' Western', ' ', None, None, None]",English, Desilu Productions,
50,7.6,Alcoa Theatre (TV Series 1957–1960) - IMDb,"
                    When The Alcoa Hour dramatic anthology series moved from Sunday night to Monday, both the name and the format were changed. Instead of having a completely different cast for each episode, ...
                    "," Jack Lemmon
, David Niven
, Robert Ryan
, Charles Boyer
, Jane Powell
, Joseph Mell
, Jack Carson
, Michael Pate
, Valerie French
, Sandy Kenyon
, Lew Ayres
, Edward Binns
, David Janssen
, DeForest Kelley
, Paul E. Burns
, Whitney Blake
, Richard Shannon
, Richard Hale
, Lawrence Dobkin
, Ross Elliott
, Bonnie Bolding
, John Hoyt
, John Gallaudet
, Malcolm Atterbury
, James Nolan
, George N. Neise
, John Eldredge
, Vic Perrin
, William Fawcett
, George Eldredge
, Ben Wright
, Cliff Robertson
, Richard Jaeckel
, Harold J. Stone
, Kasey Rogers
, Jean Gillespie
, Flip Mark
, Nestor Paiva
, John Damler
, Larry Thor
, Grandon Rhodes
, Henry Hunter
, Peter Adams
, Madge Blake
, Joey Forman
, Gail Kobe
, Michael Fox
",English,"[' Drama', None, None, None, None]",English, Four Star Productions,
10,7.3,The Bob Crosby Show (TV Series 1953–1957) - IMDb,"
                    Daily daytime show featuring music by Bob Crosby's band and different singers.
            "," Bob Crosby
, Jack Narz
, Stephen Dunne
",English,"[' Music', ' ', None, None, None]",English, CBS Television Network,
8,8.0,The Garry Moore Show (TV Series 1950–1958) - IMDb,"
                    Garry Moore's daytime variety program where it ran until June 27, 1958. Within three months of the end of the daytime show, his longtime colleague Durward Kirby and he moved ""The Garry ...
                    "," Durward Kirby
, Ken Carson
, Garry Moore
, Denise Lor
",English,"[' Comedy', ' ', None, None, None]",English, Red Wing Productions,
6,4.3,Home (TV Series 1954–1957) - IMDb,"
                    "," Arlene Francis
, Hugh Downs
",English,"[' Family', ' Talk-Show', None, None, None]",English, National Broadcasting Company (NBC),
364,8.4,The Jackie Gleason Show (TV Series 1952–1973) - IMDb,"
                    Live variety show with Jackie Gleason.
            "," Jack Lescoulie
, The June Taylor Dancers
, Ray Bloch
, Jackie Gleason
, Art Carney
, Audrey Meadows
, Joyce Randolph
, George Petrie
",English,"[' Comedy', ' ', None, None, None]",English, CBS Television Network,
117,8.4,Person to Person (TV Series 1953–1961) - IMDb,"
                    Interviews with figures from public life.
            "," Edward R. Murrow
, Charles Collingwood
",English,"[' Documentary', ' ', None, None, None]",English, CBS Television Network, CBS Television Network
76,7.9,Matinee Theatre (TV Series 1955–1958) - IMDb,"
                    A daily anthology show, featuring original material, as well as adaptations of literary classics.
            "," John Conte
",English,"[' Drama', ' ', ' Mystery', ' Romance', None]",English, National Broadcasting Company (NBC),
,,Max Liebman Spectaculars (TV Series 1954– ) - IMDb,"
                    "," Steve Allen
, Dick Shawn
, Art Linkletter
, Don Pardo
, Judy Holliday
, Rod Alexander
, Bambi Linn
, Jeannie Carson
, Tony Randall
, Tammy Grimes
, Pat Carroll
, Harrison Muller Sr.
, Jacques d'Amboise
, Connie Russell
, Cora Baird
, Helen Gallagher
",English,"[' Music', ' ', None, None, None]",English, Max Liebman Productions,
50,7.5,Shower of Stars (TV Series 1954–1958) - IMDb,"
                    A CBS variety show that ran monthly from 1954-1958, broadcast in color. Stars appearing included Betty Grable, Mario Lanza, Jack Benny, Basil Rathbone, Fredric March, Shirley MacLaine and ...
                    "," William Lundigan
, Jack Benny
, Art Gilmore
",English,"[' Adventure', ' ', ' Family', ' Musical', None]",English, CBS Television Network,
186,7.8,The Howdy Doody Show (TV Series 1947–1960) - IMDb,"
                    The first nationally televised American children's TV program and a prototype for what followed. Buffalo Bob Smith hosts while the puppet, Howdy Doody, stars.
            "," Bob Smith
, Robert Keeshan
, Dayton Allen
, Judy Tyler
, Bill LeCornec
",English,"[' Family', ' ', None, None, None]",English, National Broadcasting Company (NBC),
34,7.4,The Pinky Lee Show (TV Series 1950– ) - IMDb,"
                    A comedy/variety show featuring slapstick k humor and pie-in-the-face jokes, aimed at a children's audience.
            "," Pinky Lee
",English,"[' Comedy', ' ', ' Music', None, None]",English, National Broadcasting Company (NBC), National Broadcasting Company (NBC)
92,8.0,"Kukla, Fran and Ollie (TV Series 1947–1957) - IMDb","
                    "," Burr Tillstrom
, Kukla
, Ollie
, Fran Allison
, Madame Ooglepuss
, Fletcher Rabbit
, Buelah Witch
",English,"[' Family', ' ', None, None, None]",English, American Broadcasting Company (ABC),
644,7.7,The Mickey Mouse Club (TV Series 1955–1958) - IMDb,"
                    Mickey Mouse hosts a youth-oriented variety show.
            "," Jimmie Dodd
, Tommy Cole
",English,"[' Comedy', ' ', ' Family', ' Music', None]",English, Walt Disney Productions,
23,7.3,Ding Dong School (TV Series 1952–1956) - IMDb,"
                    This educational program for children was seen daily.
            "," Frances Horwich
",English,"[' Family', ' ', None, None, None]",English, National Broadcasting Company (NBC),
573,8.4,You Bet Your Life (TV Series 1950–1961) - IMDb,"
                    Groucho Marx hosts a quiz show which features a series of competitive questions and a great deal of humourous conversation.
            "," Groucho Marx
, George Fenneman
",English,"[' Comedy', ' ', ' Game-Show', ' Talk-Show', None]",English, FilmCraft Productions,
"1,302",8.6,What's My Line? (TV Series 1950–1967) - IMDb,"
                    Four panelists must determine guests' occupations - and, in the case of famous guests, while blindfolded, their identity - by asking only ""yes"" or ""no"" questions.
            "," John Daly
, Arlene Francis
, Bennett Cerf
, Dorothy Kilgallen
",English,"[' Family', ' Game-Show', None, None, None]",English, CBS Television Network,
399,7.9,I've Got a Secret (TV Series 1952–1967) - IMDb,"
                    ""I've Got a Secret"" debuted on the heels of the successful ""What's My Line?"" Though ""Secret"" had somewhat similar rules, there were other elements that gave the show its own distinctive ...
                    "," Henry Morgan
, Bill Cullen
, Garry Moore
, Betsy Palmer
, Bess Myerson
",English,"[' Family', ' ', None, None, None]",English, CBS,
116,4.7,The Linkletter Show (TV Series 1952–1970) - IMDb,"
                    Daytime variety show starring Art Linkletter.
            "," Art Linkletter
",English,"[' Family', ' ', None, None, None]",English, CBS,
29,6.9,People Are Funny (TV Series 1954–1961) - IMDb,"
                    Contestants were asked to carry out stunts.
            "," Art Linkletter
, Pat McGeehan
",English,"[' Comedy', ' Family', ' Game-Show', None, None]",English, Artel Productions,
50,6.3,"The $64,000 Question (TV Series 1955–1958) - IMDb","
                    Among the most influential of the big-money quiz shows, and the undisputed king of the genre of the 1950s, contestants answer questions in a specific field in an attempt to win $64,000.
            "," Geoffrey Holder
",English,"[' Family', ' ', None, None, None]",English, CBS,
88,7.6,Lux Video Theatre (TV Series 1950–1959) - IMDb,"
                    Live dramatic shows featuring Hollywood stars. Initially, the show was a thirty-minute weekly show, but when it moved to NBC in August 1954, the show was extended to sixty minutes, and the ...
                    "," Ken Carpenter
, Jay Jackson
",English,"[' Comedy', ' ', None, None, None]",English, J. Walter Thompson Agency,
,,The Good Fairy (TV Movie 1956) - IMDb,"
                    "," Harry Ellerbe
, Maurice Evans
, Florida Friebus
, Julie Harris
, Paul Lynde
, Roddy McDowall
, Cyril Ritchard
, Walter Slezak
",,"[None, None, None, None, None]", Add content advisory for parents,IMDbPro,
34,6.1,Alice in Wonderland (TV Movie 1955) - IMDb,"
                    A young girl named Alice falls down a rabbit-hole and finds herself in Wonderland, a fantasy land of strange characters and ideas.
            "," Sarah Churchill
, Gillian Barber
, Tom Bosley
, Marc Breaux
, Robert Casper
, Lenny Claret
, Bobby Clark
, Michael Enserro
, Maurice Evans
, Reginald Gardiner
, Martyn Green
, Don Hanmer
, Elsa Lanchester
, Eva Le Gallienne
, Noel Leslie
",English,"[' Family', ' ', None, None, None]",English,IMDbPro,
114,8.2,The United States Steel Hour (TV Series 1953–1963) - IMDb,"
                    In this live drama series, over two hundred live plays, covering all aspects of society, were shown.
            "," Richard Kiley
, Betsy Palmer
, Biff McGuire
, Mona Freeman
, Hans Conried
, Jeff Donnell
, Joseph Sweeney
, Edward Andrews
, Cathleen Nesbitt
, Patty Duke
, Frank Overton
, Jack Carson
, Larry Blyden
, Barry Morse
, Robert Lansing
, Gene Hackman
, Glenda Farrell
, Diana Lynn
, Nehemiah Persoff
, Truman Smith
, Faye Emerson
, Heywood Hale Broun
, Teresa Wright
, Geraldine Brooks
, June Lockhart
, Lori March
, Alexander Clark
, Peter Mark Richman
, John McGovern
, Ruth White
, Lloyd Bochner
",English,"[' Comedy', ' ', None, None, None]",English, Theatre Guild,
23,6.8,Playwrights '56 (TV Series 1955–1956) - IMDb,"
                    "," Gene Saks
, Alonzo Bozan
, Albert Dekker
, Nina Foch
, Chris Gampel
, Cliff Hall
, Russell Hicks
, Steven Hill
, John McGiver
, Meg Mundy
, Frederick O'Neal
, Frank Overton
, Kim Stanley
, James Reese
, Sidney Armus
, Allen Leaf
, E.G. Marshall
, Dina Merrill
, J. Pat O'Malley
, Katherine Squire
",English,"[' Comedy', ' ', None, None, None]",English, Showcase Productions,
"1,751",7.5,Dragnet (TV Series 1951–1959) - IMDb,"
                    Sgt. Joe Friday and his partners methodically investigate crimes in Los Angeles.
            "," Jack Webb
",English,"[' Crime', ' ', ' Mystery', None, None]",English, Mark VII Ltd.,
659,7.7,The Adventures of Robin Hood (TV Series 1955–1960) - IMDb,"
                    Robin of Loxley, otherwise known as Robin Hood, and his band of Merry Men protect England from the evil machinations of Prince John while King Richard the Lionheart is away fighting in the Crusades.
            "," Richard Greene
, Victor Woolf
, Archie Duncan
, Alexander Gauge
, Alan Wheatley
, Paul Eddington
",English,"[' Action', ' ', ' Family', None, None]",English, Incorporated Television Company (ITC),
76,8.1,The Lineup (TV Series 1954–1960) - IMDb,"
                    Based on actual cases from the San Francisco Police files, Lt. Guthrie and Inspector Grebb work as a team to track down criminals. In the last season Inspectors Delaney and Summers are ...
                    "," Warner Anderson
, Tom Tully
, Marshall Reed
",English,"[' Drama', ' ', None, None, None]",English, CBS Television Network,
7,6.4,The Seven Lively Arts (TV Series 1957– ) - IMDb,"
                    "," John Crosby
",English,"[' Music', None, None, None, None]",English, CBS Television Network, CBS Television Network
"6,589",7.5,Leave It to Beaver (TV Series 1957–1963) - IMDb,"
                    The misadventures of a suburban boy, family and friends.
            "," Barbara Billingsley
, Jerry Mathers
, Hugh Beaumont
, Tony Dow
, Ken Osmond
",English,"[' Comedy', ' ', None, None, None]",English, Gomalco Productions,
"1,101",7.8,The Ed Sullivan Show (TV Series 1948–1971) - IMDb,"
                    The classic prime time variety show most famous for its vaudeville acts and rock music performances.
            "," Ed Sullivan
",English,"[' Comedy', ' ', None, None, None]",English, Columbia Broadcasting System (CBS),
,,General Motors 50th Anniversary Show (TV Movie 1957) - IMDb,"
                    A celebration including drama, comedy and music highlights included, Pat Boone singing ""Where Are You?"" in a skit called the Sad Lover in a Mardi Gras scene. A comedy sketch with Eddie ...
                    "," Kirk Douglas
, June Allyson
, Don Ameche
, Tirrell Barbery
, Pat Boone
, Ernest Borgnine
, Eddie Bracken
, Carol Burnett
, Claudette Colbert
, Hans Conried
, Claudia Crawford
, Jacques d'Amboise
, Dan Dailey
, Alice Ghostley
, Helen Hayes
",English,"['R.Fox', None, None, None, None]",English, National Broadcasting Company (NBC),
59,7.5,The Frank Sinatra Show (TV Series 1957–1960) - IMDb,"
                    "," Frank Sinatra
",English,"[' Drama', ' ', None, None, None]",English, Hobart Productions,
934,7.6,Cinderella (TV Movie 1957) - IMDb,"
                    Although mistreated by her cruel Stepmother (Ilka Chase) and stepsisters Portia (Kaye Ballard) and Joy (Alice Ghostley), Cinderella (Dame Julie Andrews) is able to attend the royal ball through the help of a Fairy Godmother (Edie Adams).
            "," Julie Andrews
, Howard Lindsay
, Dorothy Stickney
, Ilka Chase
, Kaye Ballard
, Alice Ghostley
, Edie Adams
, Jon Cypher
, David F. Perkins
, Eleanor Phelps
",English," Musical, , Comedy, Fantasy, Romance",English, CBS,
79,8.0,Annie Get Your Gun (TV Movie 1957) - IMDb,"
                    Irving Berlin's stage musical about Annie Oakley and Frank Butler.
            "," Mary Martin
, John Raitt
, William O'Neal
, Reta Shaw
, Donald Burr
, Norman Edwards
, Susan Luckey
, Zachary Charles
, Robert Nash
, Stuart Hodes
, Jan Skidmore
, Patricia Morrow
, Shelley Windsor
, Luke Halpin
, Robert Banas
",English,"[' Musical', ' ', None, None, None]",English, National Broadcasting Company (NBC),
"2,541",8.0,Maverick (TV Series 1957–1962) - IMDb,"
                    Bret and Bart Maverick are well-dressed gamblers who migrate from town to town always looking for a good game.
            "," Jack Kelly
, James Garner
",English,"[' Comedy', ' ', None, None, None]",English, Warner Bros. Television,
201,7.8,Studio One in Hollywood (TV Series 1948–1958) - IMDb,"
                    A pinnacle of the Golden Age of Television, ""Studio One"" presented a wide range of memorable dramas and received eighteen Emmy nominations and five wins during its prestigious nine-year run...
                    "," Betty Furness
",English,"[' Drama', ' ', None, None, None]",English, CBS Television Network,
191,7.9,Schlitz Playhouse (TV Series 1951–1959) - IMDb,"
                    Originally billed as ""Playhouse of the Stars"" this long running anthology series was originally presented live from New York City. Irene Dunne was briefly the hostess in 1952, and the show frequently used Broadway performers in classic stories.
            "," James Mason
, Irene Dunne
",English,"[' Comedy', ' Drama', None, None, None]",English, Meridian Productions,
