award_title,years,finalist,winner,groups
Outstanding Sound Mixing for a Variety or Music Series or Special,2001 Awards,Timeless: Live in Concert,Winner,"Dave Reitzas, (sound mixer)"
Outstanding Sound Mixing for a Variety or Music Series or Special,2001 Awards,Bruce Springsteen and the E Street Band: Live in New York City,,"Toby Scott, (production mixer),, ,Bob Clearmountain, (re-recording mixer)"
Outstanding Sound Mixing for a Variety or Music Series or Special,2001 Awards,La traviata,,"Toni Ciano, (sound mixer),, ,Valeriano Battisti, (sound mixer),, ,Mario Diodato, (sound mixer),, ,Alessandra Cerrina, (sound mixer),, ,Stefano Lancia, (sound mixer),, ,Maurizio Trevisan, (sound mixer)"
Outstanding Sound Mixing for a Variety or Music Series or Special,2001 Awards,The Tonight Show with Jay Leno,,"Patrick Lucatorto, (production mixer),, ,Richard Dillon, (sound mixer)"
"Outstanding Special Visual Effects for a Miniseries, Movie or a Special",2001 Awards,Dune,Winner,"Ernest Farino, (visual effects supervisor),, ,Tim McHugh, (visual effects supervisor),, ,Laurel Klick, (visual effects supervisor),, ,Frank H. Isaacs, (visual effects supervisor),, ,Elaine Essex Thompson, (visual effects coordinator),, ,Jim Healy, (lead special effects supervisor),, ,Greg Nicotero, (lead special effects supervisor),, ,Tony Alderson, (cgi supervisor),, ,Chris Zapara, (lead cgi animator)"
"Outstanding Special Visual Effects for a Miniseries, Movie or a Special",2001 Awards,Allosaurus: A Walking with Dinosaurs Special,,"Timothy Greenwood, (visual effects supervisor),, ,David Booth, (visual effects supervisor),, ,George Roper, (lead visual effects compositor),, ,Virgil Manning, (cgi supervisor),, ,Sophie Lodge, (lead cgi artist/animator),, ,Richard Dexter, (lead cgi artist/animator),, ,Daren Horley, (lead cgi artist/animator),, ,Karen Halliwell, (lead cgi artist/animator),, ,Theo Facey, (lead cgi artist/animator)"
"Outstanding Special Visual Effects for a Miniseries, Movie or a Special",2001 Awards,Haven,,"Tom Turnbull, (visual effects supervisor),, ,Van LaPointe, (visual effects coordinator),, ,Sean Stranks, (compositor),, ,Janeen Elliott, (compositor),, ,David Alexander, (lead 3d animator),, ,Mark Fordham, (lead matte artist),, ,Allan Walker, (matte artist),, ,Matt Schofield, (matte artist)"
"Outstanding Special Visual Effects for a Miniseries, Movie or a Special",2001 Awards,Hornblower: Mutiny,,"Tom Harris, (visual/special effects supervisor),, ,Phil Attfield, (digital effects supervisor),, ,Simon Frame, (joint digital effects supervisor),, ,Alex Gurucharri, (lead special effects artist),, ,Martin Gutteridge, (visual effects supervisor),, ,Barry Woodman, (effects artist)"
"Outstanding Special Visual Effects for a Miniseries, Movie or a Special",2001 Awards,Race Against Time,,"Peter V. Ware, (visual effects supervisor),, ,Sam Nicholson, (visual effects supervisor),, ,Victor Scalise, (visual effect coordinator),, ,Adam Ealovega, (lead visual effect compositor),, ,Tim Donahue, (lead matte artist),, ,Jaison Stritch, (cgi supervisor)"
Outstanding Special Visual Effects for a Series,2001 Awards,Star Trek: Voyager,Winner,"Dan Curry, (visual effects producer),, ,Mitch Suskin, (visual effects supervisor),, ,Ronald B. Moore, (visual effects supervisor),, ,Arthur J. Codron, (visual effects coordinator),, ,Steve Fong, (visual effects compositor),, ,Eric Chauvin, (matte artist),, ,Rob Bonchune, (cgi supervisor),, ,John Teska, (cgi artist),, ,Gregory Rainoff, (visual effects animator)"
Outstanding Special Visual Effects for a Series,2001 Awards,Dark Angel,,"Elan Soltes, (visual effects supervisor),, ,Michael Porterfield, (lead visual effects compositor),, ,Christian Boudman, (lead visual effects compositor),, ,Neill Blomkamp, (lead visual effects animator),, ,Mike Leben, (visual effects cameraman),, ,Brian Moylan, (cgi supervisor),, ,Trevor Cawood, (lead cgi artist),, ,Wes Sargent, (lead cgi artist)"
Outstanding Special Visual Effects for a Series,2001 Awards,Star Trek: Voyager,,"Dan Curry, (visual effects producer),, ,Ronald B. Moore, (visual effects supervisor),, ,Chad Zimmerman, (visual effects coordinator),, ,Paul Hill, (visual effects compositor),, ,Gregory Rainoff, (visual effects animator),, ,David R. Morton, (cgi supervisor),, ,David Lombardi, (computer animation),, ,John Teska, (computer modeler and animator),, ,Brandon MacDougall, (computer modeler)"
Outstanding Special Visual Effects for a Series,2001 Awards,Stargate SG-1,,"James Tichenor, (visual effects supervisor),, ,Shannon Gurney, (visual effects coordinator),, ,Bruce Woloshyn, (senior compositing artist),, ,Robin Hackl, (2d compositor),, ,Doug Campbell, (2d compositor),, ,Debora Dunphy, (2d compositor),, ,Kent Matheson, (matte painter),, ,Craig Van Den Biggelaar, (3d artist),, ,Rod Bland, (3d artist)"
Outstanding Special Visual Effects for a Series,2001 Awards,Stargate SG-1,,"James Tichenor, (visual effects supervisor),, ,Michelle Comens, (visual effects coordinator),, ,Robin Hackl, (2d compositor),, ,Aruna Inversin, (2d compositor),, ,Debora Dunphy, (2d compositor),, ,Judy D. Shane, (2d compositor),, ,Kent Matheson, (matte painter),, ,Allan Henderson, (3d artist),, ,Craig Van Den Biggelaar, (3d artist)"
Outstanding Supporting Actor in a Comedy Series,2001 Awards,Peter MacNicol,Winner,Ally McBeal
Outstanding Supporting Actor in a Comedy Series,2001 Awards,David Hyde Pierce,,Frasier
Outstanding Supporting Actor in a Comedy Series,2001 Awards,Peter Boyle,,Everybody Loves Raymond
Outstanding Supporting Actor in a Comedy Series,2001 Awards,Robert Downey Jr.,,Ally McBeal
Outstanding Supporting Actor in a Comedy Series,2001 Awards,Sean Hayes,,Will & Grace
Outstanding Supporting Actor in a Drama Series,2001 Awards,Bradley Whitford,Winner,The West Wing
Outstanding Supporting Actor in a Drama Series,2001 Awards,Dominic Chianese,,The Sopranos
Outstanding Supporting Actor in a Drama Series,2001 Awards,John Spencer,,The West Wing
Outstanding Supporting Actor in a Drama Series,2001 Awards,Michael Imperioli,,The Sopranos
Outstanding Supporting Actor in a Drama Series,2001 Awards,Richard Schiff,,The West Wing
Outstanding Supporting Actor in a Miniseries or a Movie,2001 Awards,Brian Cox,Winner,Nuremberg
Outstanding Supporting Actor in a Miniseries or a Movie,2001 Awards,Alan Alda,,Club Land
Outstanding Supporting Actor in a Miniseries or a Movie,2001 Awards,Colin Firth,,Conspiracy
Outstanding Supporting Actor in a Miniseries or a Movie,2001 Awards,Ian Holm,,The Last of the Blonde Bombshells
Outstanding Supporting Actor in a Miniseries or a Movie,2001 Awards,Stanley Tucci,,Conspiracy
Outstanding Supporting Actor in a Miniseries or a Movie,2001 Awards,Victor Garber,,Life with Judy Garland: Me and My Shadows
Outstanding Supporting Actress in a Comedy Series,2001 Awards,Doris Roberts,Winner,Everybody Loves Raymond
Outstanding Supporting Actress in a Comedy Series,2001 Awards,Jennifer Aniston,,Friends
Outstanding Supporting Actress in a Comedy Series,2001 Awards,Kim Cattrall,,Sex and the City
Outstanding Supporting Actress in a Comedy Series,2001 Awards,Lisa Kudrow,,Friends
Outstanding Supporting Actress in a Comedy Series,2001 Awards,Megan Mullally,,Will & Grace
Outstanding Supporting Actress in a Drama Series,2001 Awards,Allison Janney,Winner,The West Wing
Outstanding Supporting Actress in a Drama Series,2001 Awards,Aida Turturro,,The Sopranos
Outstanding Supporting Actress in a Drama Series,2001 Awards,Maura Tierney,,ER
Outstanding Supporting Actress in a Drama Series,2001 Awards,Stockard Channing,,The West Wing
Outstanding Supporting Actress in a Drama Series,2001 Awards,Tyne Daly,,Judging Amy
Outstanding Supporting Actress in a Miniseries or a Movie,2001 Awards,Tammy Blanchard,Winner,Life with Judy Garland: Me and My Shadows
Outstanding Supporting Actress in a Miniseries or a Movie,2001 Awards,Anne Bancroft,,Haven
Outstanding Supporting Actress in a Miniseries or a Movie,2001 Awards,Audra McDonald,,Wit
Outstanding Supporting Actress in a Miniseries or a Movie,2001 Awards,Brenda Blethyn,,Anne Frank: The Whole Story
Outstanding Supporting Actress in a Miniseries or a Movie,2001 Awards,Holly Hunter,,Things You Can Tell Just by Looking at Her
"Outstanding Technical Direction, Camerawork, Video for a Miniseries, Movie or a Special",2001 Awards,Timeless: Live in Concert,Winner,"John Pritchett, (technical director),, ,Larry Heider, (camera operator),, ,Sam Drummy, (camera operator),, ,Ken Dahlquist, (camera operator),, ,Greg Harms, (camera operator),, ,Theodore Ashton, (camera operator),, ,Brad Zerbst, (camera operator),, ,Ron Sheldon, (camera operator),, ,Thomas Geren, (camera operator),, ,Dave Eastwood, (camera operator),, ,Bill Chaikowsky, (camera operator),, ,Tom Tcimpidis, (video control),, ,John Palacio, (video control)"
"Outstanding Technical Direction, Camerawork, Video for a Miniseries, Movie or a Special",2001 Awards,Bruce Springsteen and the E Street Band: Live in New York City,,"Barry Otto, (technical director),, ,Phil Summers, (camera operator),, ,Scott Lutton, (camera operator),, ,Dave Driscoll, (camera operator),, ,Charlie Huntley, (camera operator),, ,James J. Miller, (camera operator),, ,Dave Hulings, (camera operator),, ,Mark Chamberlain, (camera operator),, ,Michael O'Rourke, (camera operator),, ,Marc Nathan, (camera operator),, ,Pete Stendel, (camera operator),, ,Nat Heard, (camera operator),, ,Jeff Cirbes, (camera operator),, ,Alain Onesto, (camera operator),, ,Mark Renaudin, (camera operator),, ,Mitchell Simchowitz, (video control)"
"Outstanding Technical Direction, Camerawork, Video for a Miniseries, Movie or a Special",2001 Awards,Super Bowl XXXV Halftime Show,,"Steven Cimino, (technical director),, ,Beth Efroymson, (camera operator),, ,George Graffeo, (camera operator),, ,Robert Lawton, (camera operator),, ,Allen Merriweather, (camera operator),, ,Janis Murray, (camera operator),, ,Deena Sheldon, (camera operator),, ,Robert Wishnie, (camera operator),, ,Kerri Brooks, (camera operator),, ,John Pavlovich, (camera operator),, ,Pete Stendel, (camera operator),, ,Jeff Zachary, (camera operator),, ,John Kosmaczewski, (camera operator),, ,Ron Tadano, (camera operator),, ,Mark Whitman, (camera operator),, ,Charlie Huntley, (camera operator),, ,Dave Eastwood, (camera operator),, ,Bill Philbin, (camera operator),, ,Hector Ramirez, (camera operator),, ,Jay Kulick, (camera operator),, ,Sol Bress, (camera operator)"
"Outstanding Technical Direction, Camerawork, Video for a Miniseries, Movie or a Special",2001 Awards,Survivor,,"David Hallmark, (technical director),, ,Jim Beaux, (technical director),, ,Kevin Bailey, (camera operator),, ,Joe Bohman, (camera operator),, ,John Curtin, (camera operator),, ,Dave Dorsett, (camera operator),, ,Sam Drummy, (camera operator),, ,Freddy Frederick, (camera operator),, ,Wayne Getchell, (camera operator),, ,Larry Heider, (camera operator),, ,Bob Keys, (camera operator),, ,Les Nourse, (camera operator),, ,Gordon T. Sweeney, (camera operator),, ,Allen Latter, (video control),, ,Scha Jani, (video control)"
"Outstanding Technical Direction, Camerawork, Video for a Miniseries, Movie or a Special",2001 Awards,The 73rd Annual Academy Awards,,"John B. Field, (technical director),, ,Rick Edwards, (technical director),, ,Allan Wells, (technical director),, ,Kenneth Shapiro, (technical director),, ,Theodore Ashton, (camera operator),, ,Rob Balton, (camera operator),, ,John Burdick, (camera operator),, ,Rocky Danielson, (camera operator),, ,Sam Drummy, (camera operator),, ,Dave Eastwood, (camera operator),, ,Thomas Geren, (camera operator),, ,Ray Hoover, (camera operator),, ,Freddy Frederick, (camera operator),, ,Marc Hunter, (camera operator),, ,Charlie Huntley, (camera operator),, ,David Levisohn, (camera operator),, ,Lyn Noland, (camera operator),, ,Rob Palmer, (camera operator),, ,Kenneth Patterson, (camera operator),, ,Bill Philbin, (camera operator),, ,David Plakos, (camera operator),, ,Hector Ramirez, (camera operator),, ,Brian Reason, (camera operator),, ,Ron Sheldon, (camera operator),, ,Mark Whitman, (camera operator),, ,Kris Wilson, (camera operator),, ,Jean Mason, (camera operator),, ,Chuck Reilly, (camera operator),, ,Mark Sanford, (camera operator),, ,Keith Winikoff, (camera operator)"
"Outstanding Technical Direction, Camerawork, Video for a Series",2001 Awards,Late Show with David Letterman,Winner,"Timothy Kennedy, (technical director),, ,George Rothweiler, (camera operator),, ,Al Cialino, (camera operator),, ,Dave Dorsett, (camera operator),, ,John Curtin, (camera operator),, ,Jim Masi, (camera operator),, ,Fred Shimizu, (camera operator),, ,Dan Flaherty, (camera operator)"
"Outstanding Technical Direction, Camerawork, Video for a Series",2001 Awards,Saturday Night Live,,"Steven Cimino, (technical director),, ,Johnny Pinto, (camera operator),, ,Brian Phraner, (camera operator),, ,Richard B. Fox, (camera operator),, ,Michael Bennett, (camera operator),, ,Carl Eckett, (camera operator),, ,Susan Noll, (senior video control),, ,Frank Grisanti, (senior video control)"
"Outstanding Technical Direction, Camerawork, Video for a Series",2001 Awards,The Tonight Show with Jay Leno,,"Michael Stramisky, (technical director),, ,Theodore Ashton, (camera operator),, ,Les Atkinson, (camera operator),, ,Ann Bergstrom, (camera operator),, ,Kevin Fraser, (camera operator),, ,Thomas Geren, (camera operator),, ,David Levisohn, (camera operator),, ,Hugo Morelli, (camera operator),, ,Kurt Tonnessen, (camera opertaor),, ,Mike Tribble, (camera operator),, ,William Gardhouse, (video control)"
"Outstanding Technical Direction, Camerawork, Video for a Series",2001 Awards,Whose Line Is It Anyway?,,"John Pritchett, (technical director),, ,Theodore Ashton, (camera operator),, ,Sam Drummy, (camera operator),, ,Larry Heider, (camera operator),, ,Brian Reason, (camera operator),, ,Easter Xua, (camera operator),, ,Brad Zerbst, (camera operator),, ,Bob Keys, (camera operator),, ,John O'Brien, (video control)"
"Outstanding Variety, Music or Comedy Series",2001 Awards,Late Show with David Letterman,Winner,"Maria Pope, (executive producer),, ,Barbara Gaines, (executive producer),, ,Rob Burnett, (executive producer),, ,Eric Stangel, (producer),, ,Justin Stangel, (producer)"
"Outstanding Variety, Music or Comedy Series",2001 Awards,Politically Incorrect,,"Bill Maher, (executive producer),, ,Nancy Geller, (executive producer),, ,Bernie Brillstein, (executive producer),, ,Brad Grey, (executive producer),, ,Marc Gurvitz, (executive producer),, ,Kevin Hamburger, (executive producer),, ,Marilyn Wilson, (executive producer),, ,Jerry Nachman, (executive producer),, ,Sheila Griffiths, (supervising producer),, ,Dean E. Johnsen, (producer),, ,Carole Chouinard, (producer)"
"Outstanding Variety, Music or Comedy Series",2001 Awards,Saturday Night Live,,"Lorne Michaels, (executive producer),, ,Ken Aymong, (supervising producer),, ,Steve Higgins, (producer)"
"Outstanding Variety, Music or Comedy Series",2001 Awards,The Chris Rock Show,,"Chris Rock, (executive producer),, ,Michael Rotenberg, (executive producer),, ,Nancy Geller, (executive producer),, ,Sue Fellows, (co-executive producer),, ,Ali LeRoi, (supervising producer),, ,Jeff Stilson, (supervising producer),, ,Liz Stanton, (producer)"
"Outstanding Variety, Music or Comedy Series",2001 Awards,The Daily Show,,"Madeleine Smithberg, (executive producer),, ,Jon Stewart, (co-executive producer),, ,Kahane Cooperman, (supervising producer)"
"Outstanding Variety, Music or Comedy Special",2001 Awards,Cirque du Soleil: Dralion,Winner,"Peter Wagg, (executive producer),, ,Rocky Oldham, (producer),, ,Frances Berwick, (producer for bravo)"
"Outstanding Variety, Music or Comedy Special",2001 Awards,Bruce Springsteen and the E Street Band: Live in New York City,,"Jon Landau, (producer),, ,George Travis, (producer),, ,Bruce Springsteen, (producer)"
"Outstanding Variety, Music or Comedy Special",2001 Awards,Ellen DeGeneres: The Beginning,,"Ellen DeGeneres, (executive producer),, ,Joel Gallen, (executive producer)"
"Outstanding Variety, Music or Comedy Special",2001 Awards,Saturday Night Live: Presidential Bash 2000,,"Lorne Michaels, (executive producer),, ,Ken Aymong, (supervising producer),, ,Marci Klein, (supervising producer),, ,James Downey, (producer)"
"Outstanding Variety, Music or Comedy Special",2001 Awards,The 73rd Annual Academy Awards,,"Gilbert Cates, (producer)"
Outstanding Voice-Over Performance,2001 Awards,The PJs,Winner,Ja'net DuBois
Outstanding Voice-Over Performance,2001 Awards,The Simpsons,Winner,Hank Azaria
Outstanding Writing for a Comedy Series,2001 Awards,Malcolm in the Middle,Winner,"Alex Reid, (writer)"
Outstanding Writing for a Comedy Series,2001 Awards,Ed,,"Rob Burnett, (writer),, ,Jon Beckerman, (writer)"
Outstanding Writing for a Comedy Series,2001 Awards,Freaks and Geeks,,"Paul Feig, (writer)"
