,rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
1440,"300,664",8.1,Family Guy (TV Series 1999– ) - IMDb,"
                    In a wacky Rhode Island town, a dysfunctional family strive to cope with everyday life as they are thrown from one crazy scenario to another.
            "," Seth MacFarlane
, Alex Borstein
, Seth Green
, Mila Kunis
, Mike Henry
, John Viener
, Danny Smith
, Patrick Warburton
, Ralph Garman
, Alec Sulkin
",USA,"[' Animation', ' Comedy', None, None, None]",USA, 20th Century Fox Television,"Los Angeles, California, USA"
1441,42,6.5,The Kennedy Center Honors: A Celebration of the Performing Arts (2007) - IMDb,"
                    "," Caroline Kennedy
, Leon Fleisher
, Steve Martin
, Diana Ross
, Martin Scorsese
, Brian Wilson
, Yolanda Adams
, Anthony Burrell
, Steve Carell
, Byron Carter
, Kristin Chenoweth
, Ciara
, Liam Connery
, Francis Ford Coppola
, Tom Cully
",English,"[' Family', None, None, None, None]",English, John F. Kennedy Center for the Performing Arts,
1442,"5,427",8.6,George Carlin... It's Bad for Ya! (2008) - IMDb,"
                    It's Bad For Ya, Carlin's Emmy-nominated 14th and final HBO special from March of 2008 features Carlin's noted irreverent and unapologetic observations on topics ranging from death, ...
                    "," George Carlin
",USA,"[' Documentary', ' Comedy', None, None, None]",USA, Cable Stuff Productions,"Luther Burbank Center for the Arts - 50 Mark West Springs Road, Santa Rosa, California, USA"
1443,"1,055",7.2,Bill Maher: The Decider (2007) - IMDb,"
                    Comedian, writer and politically incorrect HBO talk-show host Bill Maher takes time off from his regular hosting duties to perform a hilariously scathing stand-up set in his eighth HBO ...
                    "," Bill Maher
",English,"[' Documentary', ' Comedy', None, None, None]",English, Kid Love Incorporated,
1444,977,7.7,Mr. Warmth: The Don Rickles Project (2007) - IMDb,"
                    This terrific feature film comedy reveals the background of one of the legends of comedy, Don Rickles. Hailed by some of today's biggest comedians as one of the classics, who they aspire to...
                    "," Harry Dean Stanton
, John Landis
, Don Rickles
, Clint Eastwood
, Robert De Niro
, Richard Lewis
, Victor Figueredo
, Conrad Hermogenes
, Paul Shefrin
, Heidi Akawa
, Peggy March
, Joe Mele
, Chris Rock
, Tom McDermott
, Jack Cenna
",English,"[' Documentary', ' Comedy', None, None, None]",English, Dark Horse Indie,
1445,"13,601",6.2,The Andromeda Strain (TV Mini-Series 2008) - IMDb,"
                    A crack team of top scientists work feverishly in a secret, state-of-the-art laboratory to discover what has killed the citizens of a small town and learn how this deadly contagion can be stopped.
            "," Benjamin Bratt
, Christa Miller
, Louis Ferreira
, Ricky Schroder
, Michal Suchánek
, Eric McCormack
, Daniel Dae Kim
, Barry Flatman
, Ted Whittall
, Ted Atherton
, Andre Braugher
, Juan Carlos Velis
, Roman Podhora
, Viola Davis
, Anna Galvin
, Jonathan Potts
, Ava Salomon
, Emily Holmes
, Fred Keating
, Denise Galik
, Kurt Max Runte
, Cory Dagg
, Adrian Holmes
, Nicola Anderson
, Paul Perri
, Eve Harlow
, Douglas O'Keeffe
",USA,"[' Drama', ' Mystery', ' Sci-Fi', ' Thriller', None]",USA, A.S. Films,"British Columbia, Canada"
1446,"13,045",7.1,Tin Man (TV Mini-Series 2007) - IMDb,"
                    A re-imagining of L. Frank Baum's classic ""The Wizard of Oz"".
            "," Zooey Deschanel
, Alan Cumming
, Neal McDonough
, Kathleen Robertson
, Raoul Max Trujillo
, Callum Keith Rennie
, Richard Dreyfuss
, Blu Mankuma
, Anna Galvin
, Ted Whittall
, Ian A. Wallace
, Donny Lucas
, Gwynyth Walsh
, Kevin McNulty
, Rachel Pattee
, Alexia Fast
, Jason Schombing
, Doug Abrahams
, Shawn Macdonald
, R. Nelson Brown
, Cainan Wiebe
, James Ashcroft
, Carmen Aguirre
, Sean Campbell
, Nickolas Baric
, Ingrid Tesch
, Karin Konoval
, Colin Heath
, Rick Howland
, Alison Araya
, Leah Gibson
, Tara Wilson
, Lucia Walters
, Tinsel Korey
, Garvin Cross
, Andrew Francis
, Connor Dunn
, Craig Veroni
, Michasha Armstrong
, Andrew Wheeler
, Marilyn Norry
, Brenna O'Brien
, Jake D. Smith
, Grace Wheeler
, Madison Bell
, Baxter
",USA,"[' Adventure', ' Fantasy', ' Sci-Fi', ' Western', None]",USA, Imagiquest Entertainment,"Burnaby, British Columbia, Canada"
1447,"8,448",8.3,Cranford (TV Series 2007–2010) - IMDb,"
                    In the 1840s, Cranford is ruled by the ladies. They adore good gossip, and romance and change is in the air, as the unwelcome grasp of the Industrial Revolution rapidly approaches their beloved rural market-town.
            "," Judi Dench
, Julia McKenzie
, Imelda Staunton
, Lisa Dillon
, Deborah Findlay
, Barbara Flynn
, Alex Etel
, Alex Jennings
, Jim Carter
, Emma Fielding
, Adrian Scarborough
, Andrew Buchan
, Claudie Blakley
, Debra Gillett
, Francesca Annis
, Emma Lowndes
, Simon Woods
, Rosy Byrne
, Kimberley Nixon
, John Bowe
, Selina Griffiths
, Philip Glenister
, Lesley Manville
, Hester Odgers
, Julia Sawalha
, Greg Wise
, Hannah Hobley
, Hannah Stokely
, Bessie Carter
, Dean Lennox Kelly
, Andrew Byrne
, Joe McFadden
, Finty Williams
, Tom Hiddleston
, Eileen Atkins
, Lesley Sharp
, Jodie Whittaker
, Matthew McNulty
, Jonathan Pryce
, Michelle Dockery
, Haydon Downing
, Nicholas Le Prevost
, Alistair Petrie
, Michael Gambon
, Roger Ennals
, Patricia Leach
, Andrew Westfield
, Imogen Byron
",UK,"[' Drama', ' ', None, None, None]",UK, British Broadcasting Corporation (BBC),"Ashridge Park, Little Gaddesden, Hertfordshire, England, UK"
1448,"27,909",8.5,John Adams (TV Mini-Series 2008) - IMDb,"
                    The life of one of the USA's Founding Fathers, its second President, and his role in the nation's first 50 years.
            "," Paul Giamatti
, Laura Linney
, John Dossett
, Stephen Dillane
, Sarah Polley
, Samuel Barnett
, David Morse
, Andrew Scott
, Danny Huston
, Ebon Moss-Bachrach
, Steven Hinkle
, Madeline Taylor
, Mamie Gummer
, Kevin Trainor
, Tom Wilkinson
, Michael Hall D'Addario
, Rufus Sewell
, Justin Theroux
, Judith Magre
, Brennan Brown
, Tom Beckett
, Jules Croiset
, Sieger Sloot
, Lex van Delden
, Zeljko Ivanek
, John Keating
, Thomas Langston
, Timmy Sherrill
, Lucas N. Hall
, James Judice
, Tim Seip
",USA,"[' Biography', ' Drama', ' History', None, None]",USA, HBO Films,Hungary
1449,"2,737",6.7,The Memory Keeper's Daughter (TV Movie 2008) - IMDb,"
                    A father separates his son from his twin sister at birth to prevent him and the mother from knowing she was born with Down syndrome. Based on the novel by Kim Edwards.
            "," Emily Watson
, Dermot Mulroney
, Hugh Thompson
, Krystal Hope Nausbaum
, Rob Stewart
, Gretchen Mol
, Emma Colbert
, Tyler Stentiford
, Jamie Spilchuk
, Owen Pattison
, Gay Hauser
, Bruce Murphy
, Lita Llewellyn
, Kerry McPherson
, Jeremy Akerman
",English,"[' Drama', ' ', None, None, None]",English, Jaffe/Braunstein Films,
1450,"3,620",6.5,Bernard and Doris (2006) - IMDb,"
                    The story of the twilight years of tobacco billionairess Doris Duke and her relationship with her gay butler, to whom she left her entire fortune.
            "," Susan Sarandon
, Ralph Fiennes
, Peter Asher
, Don Harvey
, Chris Bauer
, Monique Gabriela Curnen
, Marilyn Torres
, Nick Rolfe
, James Rebhorn
, Dominick Dunne
, Thomas J. McGrath
, Gene Parseghian
, Henry Schleiff
, Calvin Trillin
, Kunnath P. Namboodiri
",English,"[' Biography', ' ', ' Drama', ' Romance', None]",English, Trigger Street Independent,
1451,"52,474",8.3,Extras (TV Series 2005–2007) - IMDb,"
                    Andy Millman (Ricky Gervais) is an actor with ambition and a script. Reduced to working as an extra with a useless agent, Andy's attempts to boost his career invariably end in failure and embarrassment.
            "," Ricky Gervais
, Ashley Jensen
, Stephen Merchant
, Shaun Williamson
, Shaun Pye
, Sarah Moyle
, Andrew Buckley
, Jamie Chapman
",UK,"[' Comedy', ' Drama', None, None, None]",UK, British Broadcasting Corporation (BBC),"High Street, Uxbridge, Middlesex, England, UK"
1452,"1,757",6.5,A Raisin in the Sun (TV Movie 2008) - IMDb,"
                    An African-American family struggles with poverty, racism, and inner conflict as they strive for a better way of life. Based on the play by Lorraine Hansberry.
            "," Sean 'Diddy' Combs
, Sanaa Lathan
, Audra McDonald
, Phylicia Rashad
, Justin Martin
, Bill Nunn
, David Oyelowo
, Ron Cephas Jones
, Sean Patrick Thomas
, John Stamos
, Sandi Ross
, Rudy Webb
, Martin Roach
, Rosemary Dunsmore
, Paul Stephen
",English,"[' Drama', ' ', None, None, None]",English, Sony Pictures Television,
1453,"12,043",7.4,Recount (TV Movie 2008) - IMDb,"
                    A chronicle of the weeks after the 2000 U.S. Presidential election, and the subsequent recounts in Florida.
            "," Kevin Spacey
, Bob Balaban
, Ed Begley Jr.
, Laura Dern
, John Hurt
, Denis Leary
, Bruce McGill
, Tom Wilkinson
, Bruce Altman
, Jayne Atkinson
, Gary Basaraba
, Derek Cecil
, Eve Gordon
, Marcia Jean Kurtz
, Mitch Pileggi
",USA,"[' Drama', ' History', None, None, None]",USA, HBO Films,"Jacksonville, Florida, USA"
1454,"100,109",8.7,Curb Your Enthusiasm (TV Series 2000– ) - IMDb,"
                    The life and times of "," Larry David
, Jeff Garlin
, Cheryl Hines
, Susie Essman
",USA,"[' Comedy', ' ', None, None, None]",USA, Home Box Office (HBO),"553 Moreno Avenue, Los Angeles, California, USA"
1455,"27,600",8.1,Damages (TV Series 2007–2012) - IMDb,"
                    A law school graduate becomes the protégée of a successful high-stakes litigator.
            "," Glenn Close
, Rose Byrne
, Tate Donovan
, Zachary Booth
",USA,"[' Crime', ' Drama', ' Mystery', ' Thriller', None]",USA, KZK Productions,"Cobble Hill, Brooklyn, New York City, New York, USA"
1456,"634,591",8.6,Dexter (TV Series 2006–2021) - IMDb,"
                    By day, mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night, he is a serial killer who only targets other murderers.
            "," Michael C. Hall
, Jennifer Carpenter
, David Zayas
, James Remar
, C.S. Lee
, Luna Lauren Velez
, Desmond Harrington
, Julie Benz
, Christina Robinson
, Geoff Pierson
",USA,"[' Crime', ' Drama', ' Mystery', ' Thriller', None]",USA, Showtime Networks,"1155 103rd St, Bay Harbor Islands, Florida, USA"
1457,"42,160",8.1,Saturday Night Live (TV Series 1975– ) - IMDb,"
                    A famous guest host stars in parodies and sketches created by the cast of this witty show.
            "," The Saturday Night Live Band
, Don Pardo
, Lenny Pickett
, Darrell Hammond
, Kenan Thompson
",USA,"[' Comedy', ' Music', None, None, None]",USA, NBC Studios,"JC Studios, Brooklyn, New York City, New York, USA"
1458,"487,320",8.3,Lost (TV Series 2004–2010) - IMDb,"
                    The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.
            "," Jorge Garcia
, Josh Holloway
, Yunjin Kim
, Evangeline Lilly
, Terry O'Quinn
, Naveen Andrews
, Matthew Fox
, Daniel Dae Kim
, Emilie de Ravin
, Michael Emerson
, Henry Ian Cusick
, Dominic Monaghan
, Harold Perrineau
, Elizabeth Mitchell
, Ken Leung
",USA," Adventure, Drama, Fantasy, Mystery, Sci-Fi",USA, Bad Robot,"Hawaii Film Studio - 18th Avenue & Diamond Head Road, Honolulu, O'ahu, Hawaii, USA"
1459,"31,316",7.3,Rules of Engagement (TV Series 2007–2013) - IMDb,"
                    Two couples and their single friend, all at different stages in their relationships, deal with the complications of dating, commitment, and marriage.
            "," Patrick Warburton
, Megyn Price
, Oliver Hudson
, Bianca Kajlich
, David Spade
, Adhir Kalyan
, Kellen Love
",English,"[' Comedy', ' ', None, None, None]",English, Game Six Productions,
1460,"33,831",6.4,According to Jim (TV Series 2001–2009) - IMDb,"
                    A television show centered around a macho everyman, his loving wife, and their three precocious children.
            "," Jim Belushi
, Courtney Thorne-Smith
, Larry Joe Campbell
, Taylor Atelian
, Billi Bruno
, Kimberly Williams-Paisley
, Conner Rayburn
",English,"[' Comedy', ' Romance', None, None, None]",English, Newman/Stark,
1461,"1,100",6.6,The Valley of Light (TV Movie 2007) - IMDb,"
                    Returning from the War, Noah Lark discovers his family is gone. With a passion for fishing, Noah travels to a new town in search of a legendary great bass that has yet to be caught. On his ...
                    "," Chris Klein
, Gretchen Mol
, Zach Mills
, Jay O. Sanders
, Jeff Perry
, Geoff Pierson
, Stephen Tobolowsky
, Robert Prosky
, Angela Paton
, Betty Moyer
, Jackson Rathbone
, Jamie Marsh
, Kevin Chamberlin
, William Joseph Elk III
, Allen Nause
",English,"[' Drama', ' ', None, None, None]",English, Hallmark Hall of Fame Productions,
1462,"2,420",7.9,Intervention (TV Series 2005– ) - IMDb,"
                    This reality television show features all different types of addictions (drugs, alcohol, eating disorders, etc) and real people living with them on a day to day basis. Each show features ...
                    "," Candy Finnigan
, Jeff VanVonderen
, Ken Seeley
",USA,"[' Documentary', ' ', None, None, None]",USA, GRB Entertainment,
1463,"5,422",7.6,Top Chef (TV Series 2006– ) - IMDb,"
                    A reality competition show in which chefs compete against one another in culinary challenges and are a judged by a panel of food and wine experts, with one or more contestants eliminated each episode.
            "," Tom Colicchio
, Padma Lakshmi
, Gail Simmons
",USA,"[' Game-Show', ' ', None, None, None]",USA, Magical Elves Productions,"Chicago, Illinois, USA"
1464,"9,995",7.3,Project Runway (TV Series 2004– ) - IMDb,"
                    Aspiring fashion designers compete for a chance to break into the industry in this reality competition. Each week, a designer is eliminated from the competition after exhibiting their work in front of a judges' panel.
            "," Nina Garcia
, Tim Gunn
, Heidi Klum
, Michael Kors
",USA,"[' Game-Show', ' Reality-TV', None, None, None]",USA, Bravo Cable,"New York City, New York, USA"
1465,"8,191",7.7,Dirty Jobs (TV Series 2005–2012) - IMDb,"
                    Follows the exploits Mike Rowe as he performs various dirty and dangerous jobs around the USA.
            "," Mike Rowe
, David M. Barsky
",USA,"[' Reality-TV', ' ', None, None, None]",USA, Pilgrim Films & Television,
1466,583,8.3,This American Life (TV Series 2007–2009) - IMDb,"
                    An anthology of true stories pertaining to various themes are illustrated.
            "," Ira Glass
",English,"[' Documentary', ' ', None, None, None]",English, Killer Films,
1467,"1,089",8.2,Meerkat Manor (TV Series 2005–2008) - IMDb,"
                    This is a documentary drama series which follows a meerkat family in the Kalahari Desert, South Africa, called the Whiskers.
            "," Flower the Meerkat
, Mozart the Meerkat
, Bill Nighy
, Zaphod the Meerkat
, Youssarian the Meerkat
, Mitch the Meerkat
, Sean Astin
, Stockard Channing
",UK,"[' Documentary', ' ', None, None, None]",UK, Oxford Scientific Films,"Kalahari Desert, South Africa"
1468,"7,643",7.8,Deadliest Catch (TV Series 2005– ) - IMDb,"
                    A documentary series chronicling the real-life high-sea adventures of the Alaskan crab fishermen. This is the most deadliest profession in the world.
            "," Mike Rowe
, Sig Hansen
, Keith Colburn
, Jake Anderson
, Edgar Hansen
, Josh Harris
, Jonathan Hillstrand
, Bill Wichrowski
, Matt Bradley
, Monty Colburn
",USA,"[' Documentary', ' ', ' Reality-TV', None, None]",USA, Discovery Network,"Dutch Harbor, Alaska, USA"
1469,"164,369",9.4,Planet Earth (TV Mini-Series 2006) - IMDb,"
                    Emmy Award-winning, 11 episodes, five years in the making, the most expensive nature documentary series ever commissioned by the BBC, and the first to be filmed in high definition.
            "," David Attenborough
, Sigourney Weaver
, Thomas Anguti Johnston
",UK,"[' Documentary', ' ', None, None, None]",UK, British Broadcasting Corporation (BBC),
1470,"13,288",7.6,The Amazing Race (TV Series 2001– ) - IMDb,"
                    Multiple teams race around the globe for $1,000,000 to 'amazing' locations.
            "," Phil Keoghan
",USA,"[' Adventure', ' Family', ' Game-Show', ' Reality-TV', None]",USA, CBS,"Ålesund Airport, Ålesund, Møre og Romsdal, Norway"
1471,"9,225",4.7,Dancing with the Stars (TV Series 2005– ) - IMDb,"
                    U.S. reality show based on the British series ""Strictly Come Dancing,"" where celebrities partner up with professional dancers and compete against each other in weekly elimination rounds to determine a winner.
            "," Carrie Ann Inaba
, Bruno Tonioli
, Tom Bergeron
, Len Goodman
, Cheryl Burke
, Derek Hough
, Mark Ballas
, Driton 'Tony' Dovolani
, Maksim Chmerkovskiy
, Karina Smirnoff
, Kym Johnson Herjavec
, Val Chmerkovskiy
",USA,"[' Family', ' Game-Show', ' Music', ' Reality-TV', None]",USA, BBC Worldwide Americas,"Studio 46, CBS Television City - 7800 Beverly Boulevard, Fairfax, Los Angeles, California, USA"
