,finalist,year,winner_Nominee,item_award,award_description
13794,Phylicia Rashad,2009,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries
13795,Phylicia Rashad,2000,Nominee,TV Guide Award,Favorite Actress in a Comedy
13796,Phylicia Rashad,2011,Winner,Impact Award,
13797,Jeff Probst,2011,Winner,Primetime Emmy,Outstanding Host For A Reality Or Reality - Competition Program
13798,Jeff Probst,2016,Nominee,Critics' Choice TV Award,Best Reality Show Host
13799,Jeff Probst,2003,Nominee,DVDX Award,Best Screenplay for a DVD Premiere Movie
13800,Jeff Probst,2019,Nominee,Gold Derby TV Award,Reality Host
13801,Jeff Probst,2001,Winner,Best Screenplay,Feature Film
13802,Jeff Probst,2014,Nominee,OFTA Television Award,Best Host or Panelist in a Non-Fiction Program
13803,Jeff Probst,2013,Nominee,People's Choice Award,Favorite New Talk Show Host
13804,Jeff Probst,2003,Nominee,Teen Choice Award,Choice TV Reality/Variety Host
13805,Ted Danson,2008,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
13806,Ted Danson,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
13807,Ted Danson,1991,Winner,American Comedy Award,"Funniest Male Performer in a TV Series (Leading Role) Network, Cable or Syndication"
13808,Ted Danson,1993,Nominee,American Television Award,Best Actor in a Situation Comedy
13809,Ted Danson,2020,Nominee,Critics Choice Award,Best Actor in a Comedy Series
13810,Ted Danson,2020,Nominee,Gold Derby TV Award,Comedy Actor
13811,Ted Danson,2019,Nominee,IGN Award,Best Comedic TV Performance
13812,Ted Danson,2020,Winner,OFTA Television Award,Best Actor in a Comedy Series
13813,Ted Danson,1993,Nominee,People's Choice Award,Favorite Male TV Performer
13814,Ted Danson,2019,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
13815,Ted Danson,2018,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
13816,Ted Danson,2018,Nominee,TCA Award,Individual Achievement in Comedy
13817,Ted Danson,1993,Winner,Stinker Award,Worst Actor
13818,Ted Danson,1999,Nominee,TV Guide Award,Favorite Star of a New Series
13819,Ted Danson,2007,Winner,TV Land Award,Break Up That Was So Bad It Was Good
13820,Ted Danson,1991,Nominee,Q Award,Best Actor in a Quality Comedy Series
13821,Ted Danson,1999,Winner,Star on the Walk of Fame,Television
13822,Susan Sarandon,1996,Winner,Oscar,Best Actress in a Leading Role
13823,Susan Sarandon,2018,Nominee,Golden Globe,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television
13824,Susan Sarandon,2017,Nominee,Primetime Emmy,Outstanding Lead Actress in a Limited Series or Movie
13825,Susan Sarandon,1995,Winner,BAFTA Film Award,Best Actress
13826,Susan Sarandon,2016,Winner,Felix,Best Actress
13827,Susan Sarandon,2017,Nominee,Movies for Grownups Award,Best Grownup Love Story
13828,Susan Sarandon,2010,Nominee,Saturn Award,Best Supporting Actress
13829,Susan Sarandon,2007,Nominee,EDA Female Focus Award,Humanitarian Activism Award
13830,Susan Sarandon,1989,Nominee,American Comedy Award,Funniest Actress in a Motion Picture (Leading Role)
13831,Susan Sarandon,2017,Nominee,ACCA TV,Best Actress in a TV Movie or Miniseries
13832,Susan Sarandon,2016,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
13833,Susan Sarandon,1999,Nominee,Blockbuster Entertainment Award,Favorite Actress - Drama
13834,Susan Sarandon,2019,Nominee,Monica Vitti Award,Best Actress
13835,Susan Sarandon,1992,Winner,Film Excellence Award,
13836,Susan Sarandon,1987,Winner,ACE,Actress in a Dramatic Series
13837,Susan Sarandon,2016,Winner,Kering Women in Motion Award,
13838,Susan Sarandon,2002,Winner,Governor's Award,
13839,Susan Sarandon,1993,Nominee,CFCA Award,Best Actress
13840,Susan Sarandon,2005,Winner,Career Achievement Award,
13841,Susan Sarandon,1996,Winner,Chlotrudis Award,Best Actress
13842,Susan Sarandon,2016,Winner,CinemaCon Award,Cinema Icon Award
13843,Susan Sarandon,2020,Winner,CinEuphoria,Best Supporting Actress - International Competition
13844,Susan Sarandon,2003,Nominee,DFWFCA Award,Best Supporting Actress
13845,Susan Sarandon,1996,Winner,David,Best Foreign Actress (Migliore Attrice Straniera)
13846,Susan Sarandon,2002,Nominee,Daytime Emmy,Outstanding Special Class Series
13847,Susan Sarandon,2012,Winner,Woman of the Year,
13848,Susan Sarandon,2019,Winner,Cinematography Award,Best Lead Acting
13849,Susan Sarandon,2019,Winner,July Award,Beast Lead Acting
13850,Susan Sarandon,2003,Winner,Gala Tribute,
13851,Susan Sarandon,2009,Nominee,Genie,Best Performance by an Actress in a Leading Role
13852,Susan Sarandon,2010,Winner,François Truffaut Award,
13853,Susan Sarandon,2017,Nominee,Gold Derby TV Award,TV Movie/Mini Lead Actress
13854,Susan Sarandon,1988,Nominee,Golden Apple,Female Star of the Year
13855,Susan Sarandon,2015,Winner,Golden Camera,Best International Actress
13856,Susan Sarandon,1992,Winner,Actor Award,
13857,Susan Sarandon,2005,Winner,Renaissance Award,
13858,Susan Sarandon,1996,Winner,Woman of the Year,
13859,Susan Sarandon,2005,Winner,Hollywood Film Award,Supporting Actress of the Year
13860,Susan Sarandon,2009,Nominee,Jutra,Best Actress (Meilleure Actrice)
13861,Susan Sarandon,1995,Winner,KCFCC Award,Best Actress
13862,Susan Sarandon,2001,Winner,Blimp Award,Favorite Voice from an Animated Movie
13863,Susan Sarandon,2007,Winner,Honorary Lady Harimaguada,
13864,Susan Sarandon,2002,Winner,Sierra Award,Best Supporting Actress
13865,Susan Sarandon,2005,Winner,Excellence Award,
13866,Susan Sarandon,1992,Winner,ALFS Award,Actress of the Year
13867,Susan Sarandon,2006,Winner,Honorary Award of the Festival,
13868,Susan Sarandon,2008,Nominee,Golden Nymph,Television Films - Best Performance by an Actress
13869,Susan Sarandon,1996,Nominee,MTV Movie Award,Best Female Performance
13870,Susan Sarandon,1997,Winner,CineMerit Award,
13871,Susan Sarandon,2002,Winner,Freedom in Film Award,
13872,Susan Sarandon,1991,Winner,NBR Award,Best Actress
13873,Susan Sarandon,1993,Nominee,NSFC Award,Best Actress
13874,Susan Sarandon,1992,Nominee,NYFCC Award,Best Actress
13875,Susan Sarandon,1990,Winner,Muse Award,
13876,Susan Sarandon,2016,Nominee,Emmy,Outstanding Informational Programming - Long Form
13877,Susan Sarandon,2017,Nominee,OFTA Television Award,Best Actress in a Motion Picture or Limited Series
13878,Susan Sarandon,1996,Winner,Desert Palm Achievement Award,
13879,Susan Sarandon,2018,Winner,Parajanov-Vartanov Institute Award,Parajanov-Vartanov Institute Award
13880,Susan Sarandon,2013,Nominee,People's Choice Award,Favorite Movie Icon
13881,Susan Sarandon,2018,Nominee,PGA Award,Outstanding Producer of Long-Form Television
13882,Susan Sarandon,2006,Winner,Artistic Achievement Award,
13883,Susan Sarandon,2009,Nominee,Prism Award,Performance in a TV Movie or Miniseries
13884,Susan Sarandon,2018,Nominee,Razzie Award,Worst Supporting Actress
13885,Susan Sarandon,1998,Winner,SDFCS Award,Best Actress
13886,Susan Sarandon,1995,Winner,Donostia Lifetime Achievement Award,
13887,Susan Sarandon,1996,Nominee,Sant Jordi,Best Foreign Actress (Mejor Actriz Extranjera)
13888,Susan Sarandon,2018,Nominee,Satellite Award,Best Actress in a Miniseries or a Motion Picture Made for Television
13889,Susan Sarandon,2018,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Limited Series
13890,Susan Sarandon,2011,Winner,Outstanding Contribution to World Cinema,
13891,Susan Sarandon,1998,Winner,Humanitarian Award,
13892,Susan Sarandon,2017,Winner,Honorary Grand Prize,
13893,Susan Sarandon,2011,Winner,Special Award,Lifetime Achievement Award
13894,Susan Sarandon,2009,Winner,Lifetime Achievement Award,
13895,Susan Sarandon,2002,Winner,Maverick Award,
13896,Susan Sarandon,2008,Nominee,Teen Choice Award,Choice Movie Villain
13897,Susan Sarandon,2017,Nominee,TCA Award,Individual Achievement in Drama
13898,Susan Sarandon,2019,Winner,Golden Film Award,Lifetime Achievement Award
13899,Susan Sarandon,1982,Winner,Pasinetti Award,Best Actress
13900,Susan Sarandon,2002,Winner,Star on the Walk of Fame,Motion Picture
13901,Susan Sarandon,2004,Winner,Acting and Activism Award,
13902,Susan Sarandon,1994,Winner,Crystal Award,
13903,Susan Sarandon,2010,Nominee,WIN Award,Actress Mini-Series / Made for Television Movie
13904,Catherine Keener,2006,Nominee,Oscar,Best Performance by an Actress in a Supporting Role
13905,Catherine Keener,2009,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or a Motion Picture Made for Television
13906,Catherine Keener,2008,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Movie
13907,Catherine Keener,2006,Nominee,BAFTA Film Award,Best Performance by an Actress in a Supporting Role
13908,Catherine Keener,2013,Nominee,Movies for Grownups Award,Best Supporting Actress
13909,Catherine Keener,2010,Nominee,Saturn Award,Best Actress
13910,Catherine Keener,2005,Nominee,ACCA,Best Actress in a Supporting Role
13911,Catherine Keener,2014,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
13912,Catherine Keener,2005,Winner,BSFC Award,Best Supporting Actress
13913,Catherine Keener,2008,Nominee,Critics Choice Award,Best Supporting Actress
13914,Catherine Keener,2006,Nominee,CFCA Award,Best Supporting Actress
13915,Catherine Keener,2006,Winner,Chlotrudis Award,Best Supporting Actress
13916,Catherine Keener,2005,Winner,DFWFCA Award,Best Supporting Actress
13917,Catherine Keener,2007,Nominee,DFCS Award,Best Supporting Actress
13918,Catherine Keener,2010,Nominee,DFCC,Best Actress
13919,Catherine Keener,2011,Winner,Robert Altman Award,
13920,Catherine Keener,2000,Winner,FFCC Award,Best Supporting Actress
13921,Catherine Keener,2018,Nominee,Gold Derby Award,Ensemble Cast
13922,Catherine Keener,2010,Nominee,Gotham Independent Film Award,Best Ensemble Performance
13923,Catherine Keener,2008,Nominee,HFCS Award,Best Supporting Actress
13924,Catherine Keener,2008,Nominee,IOMA,Best Supporting Actress (Miglior attrice non protagonista)
13925,Catherine Keener,1999,Winner,KCFCC Award,Best Supporting Actress
13926,Catherine Keener,2000,Nominee,Sierra Award,Best Supporting Actress
13927,Catherine Keener,2005,Winner,LAFCA Award,Best Supporting Actress
13928,Catherine Keener,2006,Nominee,NSFC Award,Best Supporting Actress
13929,Catherine Keener,2017,Winner,NMFC Award,Best Supporting Actress
13930,Catherine Keener,2005,Nominee,NYFCC Award,Best Supporting Actress
13931,Catherine Keener,2008,Nominee,OFTA Film Award,Best Supporting Actress
13932,Catherine Keener,2006,Nominee,OFCS Award,Best Supporting Actress
13933,Catherine Keener,2017,Nominee,SDFCS Award,Best Supporting Actress
13934,Catherine Keener,2016,Nominee,Satellite Award,"Best Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
13935,Catherine Keener,2018,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
13936,Catherine Keener,2000,Winner,SEFCA Award,Best Supporting Actress
13937,Catherine Keener,2005,Nominee,SLFCA Award,Best Supporting Actress
13938,Catherine Keener,2005,Winner,TFCA Award,"Best Supporting Performance, Female"
13939,Catherine Keener,2006,Nominee,VFCC Award,Best Supporting Actress
13940,Catherine Keener,2007,Nominee,VVFP Award,Best Supporting Actress
13941,Catherine Keener,2005,Nominee,WAFCA Award,Best Supporting Actress
13942,Howie Mandel,2008,Nominee,Primetime Emmy,Outstanding Host for a Reality or Reality-Competition Program
13943,Howie Mandel,1995,Nominee,CableACE,Actor in a Comedy Series
13944,Howie Mandel,2019,Nominee,Canadian Screen Award,Best Short Documentary
13945,Howie Mandel,2009,Nominee,Daytime Emmy,Outstanding Game Show Host
13946,Howie Mandel,1998,Nominee,Gemini,Best Performance by an Actor in a Guest Role in a Dramatic Series
13947,Howie Mandel,1998,Winner,Golden Apple,Male Discovery of the Year
13948,Howie Mandel,2020,Nominee,Shorty Award,TikToker Of The Year
13949,Howie Mandel,2008,Winner,Star on the Walk of Fame,Television
13950,Lee Pace,2008,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
13951,Lee Pace,2008,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
13952,Lee Pace,2008,Nominee,Saturn Award,Best Actor on Television
13953,Lee Pace,2012,Nominee,ACCA,Best Cast Ensemble
13954,Lee Pace,2007,Winner,Silver Berlin Bear,Outstanding Artistic Contribution
13955,Lee Pace,2015,Nominee,COFCA Award,Best Ensemble
13956,Lee Pace,2014,Winner,DFCS Award,Best Ensemble
13957,Lee Pace,2004,Nominee,Independent Spirit Award,Best Male Lead
13958,Lee Pace,2013,Nominee,Gold Derby Award,Ensemble Cast
13959,Lee Pace,2003,Winner,Breakthrough Award,
13960,Lee Pace,2015,Nominee,Blimp Award,Favorite Villain
13961,Lee Pace,2014,Winner,NFCS Award,Best Ensemble Cast
13962,Lee Pace,2009,Nominee,OFTA Television Award,Best Actor in a Comedy Series
13963,Lee Pace,2014,Nominee,PFCS Award,Best Ensemble Acting
13964,Lee Pace,2014,Nominee,Satellite Award,"Best Actor in a Series, Drama"
13965,Elizabeth Cook,2010,Winner,Primetime Emmy,Outstanding Reality - Competition Program
13966,Elizabeth Cook,2004,Nominee,Gemini,Best News Magazine Segment
13967,Elizabeth Cook,2011,Nominee,PGA Award,Outstanding Producer of Live Entertainment & Competition Television
13968,Kevin Spacey,2000,Winner,Oscar,Best Actor in a Leading Role
13969,Kevin Spacey,2015,Winner,Golden Globe,Best Performance by an Actor in a Television Series - Drama
13970,Kevin Spacey,2017,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
13971,Kevin Spacey,2015,Nominee,BAFTA Games Award,Best Performer
13972,Kevin Spacey,2016,Winner,Felix,Best Supporting Actor
13973,Kevin Spacey,2012,Nominee,Movies for Grownups Award,Best Actor
13974,Kevin Spacey,2002,Nominee,Saturn Award,Best Actor
13975,Kevin Spacey,2018,Winner,EDA Special Mention Award,Hall of Shame
13976,Kevin Spacey,2000,Nominee,American Comedy Award,Funniest Actor in a Motion Picture (Leading Role)
13977,Kevin Spacey,1999,Winner,ACCA,Best Actor in a Leading Role
13978,Kevin Spacey,2001,Nominee,Blockbuster Entertainment Award,Favorite Actor - Drama/Romance
13979,Kevin Spacey,1999,Winner,Film Excellence Award,
13980,Kevin Spacey,1999,Nominee,BSFC Award,Best Actor
13981,Kevin Spacey,1996,Winner,Critics Choice Award,Best Supporting Actor
13982,Kevin Spacey,2012,Nominee,COFCA Award,Best Ensemble
13983,Kevin Spacey,2000,Winner,CFCA Award,Best Actor
13984,Kevin Spacey,2000,Winner,Chlotrudis Award,Best Actor
13985,Kevin Spacey,1998,Winner,Maverick Tribute Award,
13986,Kevin Spacey,2016,Nominee,Critics' Choice TV Award,Best Actor in a Drama Series
13987,Kevin Spacey,2000,Winner,DFWFCA Award,Best Actor
13988,Kevin Spacey,2001,Nominee,Empire Award,Best Actor
13989,Kevin Spacey,1996,Winner,Chainsaw Award,Best Supporting Actor
13990,Kevin Spacey,2012,Winner,Robert Altman Award,
13991,Kevin Spacey,2000,Winner,FFCC Award,Best Actor
13992,Kevin Spacey,2015,Nominee,Dorian Award,TV Performance of the Year - Actor
13993,Kevin Spacey,2019,Nominee,Gold Derby TV Award,Drama Actor of the Decade
13994,Kevin Spacey,2001,Winner,Golden Apple,Male Star of the Year
13995,Kevin Spacey,2015,Winner,Golden Camera,Best International Actor
13996,Kevin Spacey,2011,Nominee,Gotham Independent Film Award,Best Ensemble Performance
13997,Kevin Spacey,2006,Nominee,Grammy,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media"
13998,Kevin Spacey,2015,Nominee,Huading Award,Best Global Actor in a Television Series
13999,Kevin Spacey,2014,Nominee,IGN Award,Best TV Villain
14000,Kevin Spacey,2000,Winner,Jupiter Award,Best International Actor
14001,Kevin Spacey,1999,Winner,KCFCC Award,Best Actor
14002,Kevin Spacey,2000,Winner,Sierra Award,Best Actor
14003,Kevin Spacey,2000,Winner,ALFS Award,Actor of the Year
14004,Kevin Spacey,1997,Nominee,LAFCA Award,Best Supporting Actor
14005,Kevin Spacey,2015,Nominee,Golden Nymph,Outstanding Actor in a Drama TV Series
14006,Kevin Spacey,1996,Winner,MTV Movie Award,Best Villain
14007,Kevin Spacey,1995,Winner,NBR Award,Best Supporting Actor
14008,Kevin Spacey,2000,Nominee,NSFC Award,Best Actor
14009,Kevin Spacey,2015,Winner,NAVGTR Award,"Outstanding Performance in a Drama, Lead"
14010,Kevin Spacey,1995,Winner,NYFCC Award,Best Supporting Actor
14011,Kevin Spacey,2016,Nominee,OFTA Television Award,Best Actor in a Drama Series
14012,Kevin Spacey,2000,Winner,OFCS Award,Best Actor
14013,Kevin Spacey,2005,Winner,Sonny Bono Visionary Award,
14014,Kevin Spacey,2017,Nominee,People's Choice Award,Favorite Premium Series Actor
14015,Kevin Spacey,2017,Nominee,PGA Award,"Outstanding Producer of Episodic Television, Drama"
14016,Kevin Spacey,2011,Nominee,PFCS Award,Best Ensemble Acting
14017,Kevin Spacey,2000,Winner,Golden Aries,Best Foreign Actor
14018,Kevin Spacey,1999,Winner,SDFCS Award,Best Actor
14019,Kevin Spacey,2002,Winner,Peter J. Owens Award,
14020,Kevin Spacey,2013,Nominee,Satellite Award,"Best Actor in a Series, Drama"
14021,Kevin Spacey,2017,Nominee,Actor,Outstanding Performance by a Male Actor in a Drama Series
14022,Kevin Spacey,1995,Winner,Golden Space Needle Award,Best Actor
14023,Kevin Spacey,2001,Winner,Audience Award,Best Foreign Actor (Melhor Ator Estrangeiro)
14024,Kevin Spacey,2008,Winner,Special Award,Best Ensemble
14025,Kevin Spacey,1997,Winner,STFC Award,Best Supporting Actor
14026,Kevin Spacey,2000,Winner,SEFCA Award,Best Actor
14027,Kevin Spacey,2000,Winner,Tribute to Independent Vision Award,
14028,Kevin Spacey,2006,Nominee,Teen Choice Award,Movies - Choice Sleazebag
14029,Kevin Spacey,1999,Winner,TFCA Award,"Best Performance, Male"
14030,Kevin Spacey,2014,Nominee,TV Guide Award,Favorite Actor
